participant_id,mode,timestamp,attention_score,action,low_streak
P001,adaptive,57.17,0.78,Continue,0
P001,adaptive,57.33,0.81,Continue,0
P001,adaptive,57.48,0.77,Continue,0
P001,adaptive,57.64,0.83,Continue,0
P001,adaptive,57.79,0.8,Continue,0
P001,adaptive,57.95,0.84,Continue,0
P001,adaptive,58.11,0.82,Continue,0
P001,adaptive,58.26,0.85,Continue,0
P001,adaptive,58.42,0.82,Continue,0
P001,adaptive,58.58,0.81,Continue,0
P001,adaptive,58.74,0.76,Continue,0
P001,adaptive,58.9,0.82,Continue,0
P001,adaptive,59.06,0.85,Continue,0
P001,adaptive,59.23,0.85,Continue,0
P001,adaptive,59.38,0.77,Continue,0
P001,adaptive,59.53,0.79,Continue,0
P001,adaptive,59.69,0.8,Continue,0
P001,adaptive,59.85,0.84,Continue,0
P001,adaptive,60.0,0.83,Continue,0
P001,adaptive,60.15,0.79,Continue,0
P001,adaptive,60.31,0.82,Continue,0
P001,adaptive,60.47,0.81,Continue,0
P001,adaptive,60.62,0.81,Continue,0
P001,adaptive,60.77,0.8,Continue,0
P001,adaptive,60.93,0.82,Continue,0
P001,adaptive,61.09,0.84,Continue,0
P001,adaptive,61.25,0.81,Continue,0
P001,adaptive,61.4,0.85,Continue,0
P001,adaptive,61.56,0.8,Continue,0
P001,adaptive,61.71,0.8,Continue,0
P001,adaptive,61.87,0.78,Continue,0
P001,adaptive,62.03,0.8,Continue,0
P001,adaptive,62.2,0.8,Continue,0
P001,adaptive,62.35,0.79,Continue,0
P001,adaptive,62.51,0.81,Continue,0
P001,adaptive,62.67,0.81,Continue,0
P001,adaptive,62.83,0.82,Continue,0
P001,adaptive,63.35,0.83,Continue,0
P001,adaptive,63.51,0.83,Continue,0
P001,adaptive,63.68,0.82,Continue,0
P001,adaptive,63.83,0.79,Continue,0
P001,adaptive,63.99,0.86,Continue,0
P001,adaptive,64.14,0.81,Continue,0
P001,adaptive,64.3,0.85,Continue,0
P001,adaptive,64.45,0.87,Continue,0
P001,adaptive,64.61,0.81,Continue,0
P001,adaptive,64.77,0.79,Continue,0
P001,adaptive,64.91,0.82,Continue,0
P001,adaptive,65.08,0.83,Continue,0
P001,adaptive,65.24,0.86,Continue,0
P001,adaptive,65.4,0.83,Continue,0
P001,adaptive,65.56,0.85,Continue,0
P001,adaptive,65.71,0.86,Continue,0
P001,adaptive,65.87,0.8,Continue,0
P001,adaptive,66.03,0.81,Continue,0
P001,adaptive,66.2,0.84,Continue,0
P001,adaptive,66.36,0.8,Continue,0
P001,adaptive,66.54,0.83,Continue,0
P001,adaptive,66.7,0.81,Continue,0
P001,adaptive,66.85,0.83,Continue,0
P001,adaptive,67.02,0.82,Continue,0
P001,adaptive,67.18,0.85,Continue,0
P001,adaptive,67.33,0.83,Continue,0
P001,adaptive,67.49,0.82,Continue,0
P001,adaptive,67.64,0.82,Continue,0
P001,adaptive,67.8,0.87,Continue,0
P001,adaptive,67.95,0.84,Continue,0
P001,adaptive,68.11,0.86,Continue,0
